language,sentence_id,surface,segmented,gloss,translation
lang1,275,Kála fázumago nérimili vérizimani mózu tóraluspáranu vónamu.,kála fázuma-ko nérimili vérizima-nu mózu tóralu-spíra-nu i-vóna-mi,grand storm-DEF final scene-INESS terror movie-room-INESS INAN-evoke-WIT,A grand storm in the final scene evokes terror in the theatre.
lang1,276,"Héré réna vóra samimi, nárumanárumagoo xéliri igélimigeme.","héré réna vóra sami-mi, náruma-náruma-ko-o xéliri i-kélimi-ke-me","if rhythm raw be-WIT, person-PL-DEF-ERG truth INAN-find-FUT-INFER","If the pacing is raw, the audience will find the truth."
lang1,277,Málalu ħárumushkoo glízagee dárumodóruma tórunulu ilémarimimi.,málalu ħárum-ko-e glíza-ko-o dárumo-dóruma tórunu-li i-lémarimi-mi,gold hawk-DEF-POSS shimmer-DEF-ERG hunter target-ELAT INAN-distract-WIT,The shimmer of the golden hawk distracted the hunter from the target.
lang1,278,Shúya vóramu sórumunárumagoo sórumu zórazalu izérimimi.,shúya vóramu sórumu-náruma-ko-e sórumu zórazalu i-sérimi-mi,nuanced evolution story-person-DEF-POSS story extraordinary INAN-ensure-WIT,A subtle evolution of the character ensures the story remains extraordinary.
lang1,279,Nie kogo tóralu vóra zérimizárimi idémemi.,ni-e ko-ko tóralu vóra zérimi-sárimi i-téme-mi,1SG-ERG this-DEF movie raw energy-struggle INAN-judge-WIT,I judge this movie to be a raw struggle for energy.
lang1,280,Kála pánuru vérizimagee dórumanu sélimili zárumu vónamu.,kála pánuru vérizima-ko-o dóruma-nu sélimili zárumu i-vóni-mi,grand library scene-DEF-ERG student-INESS fated wisdom INAN-evoke-WIT,The grand library scene evoked a fated wisdom in the student.
lang1,281,Tee férimili límeri géni shúya fólumu vónamu ivézimimi.,te-o férimili límeri géni shúya fólumu i-vóni-mi i-vézimi-mi,3SG-ERG bright music INSTR nuanced joy INAN-evoke-WIT INAN-want-WIT,She wants to evoke a nuanced joy through the bright music.
lang1,282,Dóralunárumago réna dórumadóruma ilémarimine idézimimi.,tóralu-náruma-ko réna dóruma-dóruma i-lémarimi-ne i-dézimi-mi,actor-DEF rhythm child-PL INAN-distract-NEG INAN-must-WIT,The actor must ensure the pacing does not distract the children.
lang1,283,Nérimigee vóra xélirigee zéreni támodóruma uvóruzamu.,nérimi-ko-e vóra xéliri-ko-o zéreni téme-dóruma u-vóruza-mi,end-DEF-POSS raw truth-DEF-ERG many judge-scholar ANIM-surprise-WIT,The raw truth of the ending surprised even the seasoned critics.
lang1,284,Ni zéreniri vórumanu kálala zeħris lága udúramu.,ni zéreniri vóruma-nu kálala zeħris lága u-túra-mi,1SG every spring-INESS grand mountain path ANIM-hike-WIT,I hike the grand mountain trail every spring.
lang1,285,Dórumagee fólumuzérimi fízanini shúyalu sánomu ivízami izamimi.,dóruma-ko-e fólumugóruama fízani-nu shúyalu sánomu u-fíza-mi i-sami-mi,student-DEF-POSS joy-creator kitchen-INESS nuanced snack ANIM-cook-WIT INAN-be-WIT,The student's hobby is cooking nuanced snacks in the kitchen.
lang1,286,Tee múrazamanu milikee glíza umúrazamumu.,te-o múrazama-nu mili-ko-e glíza u-múrazamu-mi,3SG-ERG photograph-INESS light-DEF-POSS shimmer ANIM-capture-WIT,She captured a shimmer of light in the photograph.
lang1,287,"Héré félirivérizi górumalu samimi, nie kóvununu kírimigírimi uvúmamu.","héré féliri-vérizi górumalu sami-mi, ni-e kóvunu-nu kírimi~kírimi u-vúmi-mi","if sky-way good be-WIT, 1SG-ERG garden-INESS flower~PL ANIM-cultivate-WIT","If the weather (sky-way) is good, I cultivate flowers in the garden."
lang1,288,Pálumudórumagoo fázuma vózumulu nárugu túramu idérimidérimi izárimimi.,pálumudóruma-ko-o fázuma vózumu-li nárugu túramu u-dérimi-dérimi i-sárimi-mi,athlete-DEF-ERG storm beginning-ELAT difficult hike ANIM-finish-finish INAN-struggle-WIT,The athlete struggled to finish the difficult hike before the storm.
lang1,289,Lámorudórumagoo kálala pálumima apálumumu sélimili fólumu vónalu.,lámoru-dóruma-ko-o kálala pálumima a-pálumu-mi sélimili fólumu vóna-li,music-scholar-DEF-ERG grand instrument ANIM-play-WIT fated joy evoke-PURP,The musician plays a grand instrument to evoke fated joy.
lang1,290,Dózama fálumunáruma véri kómurugómuru hólurulu tógoru izamimi.,dózama fálumu-náruma véri kómuru-kómuru hólurulu tógoru izamimi,game enjoy-person BEN computer-PL helpful tool INAN-be-WIT,Computers are helpful tools for people who enjoy gaming.
lang1,291,Támodórumagoo nérili dózama shúyalu réna upáruma idémenimi.,támodóruma-ko-o nérili dózama shúyalu réna i-páruma i-témeni-mi,judge-scholar-DEF-ERG new game nuanced rhythm INAN-possess INAN-judge-WIT,The critic judged the new game to have a nuanced rhythm.
lang1,292,"Hére nie pélani igázumudarumu, nie pélani zánguru umúrazamugomo.","hére ni-e pélani igázumudarumu, ni-e pélani zánguru u-múrazami-ge-me","when 1SG-ERG telescope INAN-repair-finish, 1SG-ERG far planet ANIM-capture-FUT-INFER","After I repair the telescope, I photograph the distant planet."
lang1,293,Dórumugoo márugulu bárolulu abúlumu hére lúmura mánaru umánarumamu ivézimimi.,dórumu-ko-o márugulu bárolu-lu a-búlumu hére lúmura mánaru u-mánaruma-mi i-vézimi-mi,child-DEF-ERG downward beach-ILL ANIM-walk while beautiful song ANIM-sing-WIT INAN-want-WIT,The child wants to sing a beautiful song while they walk downward to the beach.
lang1,294,Shúyalu fíza xóronunu zéreni zórumalu tógoru idézimimi.,shúyalu fíza xóronu-nu zéreni zórumalu tógoru i-dézimi-mi,nuanced cooking field-INESS many important tool INAN-need-WIT,Nuanced cooking requires many important tools in the field.
lang1,295,Dárumodórumago kóramudógorughóronunu fólumu igélimimi héré túrumutúrumugoo tírimi mánarumamu.,dárumodóruma-ko kóramudógorughóronu-nu fólumu i-kélimi-mi héré túrumu~túrumu-ko-o tírimi mánaruma-mi,hunter-DEF forest-INESS joy INAN-find-WIT when bird~PL-DEF-ERG together sing-WIT,The hunter finds joy in the forest when the birds sing together.
lang1,296,"Kogono dénidéni nárugulu samimi, nie nili Yúbuysuylu trávimi térami izéralimi.","kogono déni-déni nárugulu sami-mi, ni-e ni-li Yúbuysuy-lu trávimi térami i-sérali-mi","although class~PL difficult be-WIT, 1SG-ERG 1SG-POSS UBC-ILL travel dream INAN-reflect-WIT","Although the classes are hard, I reflect on my dream of traveling to UBC."
lang1,297,Názirigee sagúra kírimigírimi múrazama idérimi ivézimimi.,náziri-ko-o sagúra kírimi~kírimi múrazama i-dérimi i-vézimi-mi,sister-DEF-ERG cherry flower~PL photograph INAN-share INAN-want-WIT,The sister wants to share the photograph of the cherry blossoms.
lang1,298,Kálala dózama vóramugoo dórumadórumago ulómamuno izérimimi.,kálala dózama vóramu-ko-o dóruma-dóruma-ko i-lómamu-ne i-sérimi-mi,grand game evolution-DEF-ERG student-PL-DEF INAN-procrastinate-NEG INAN-ensure-WIT,A grand evolution of the game ensured the students did not procrastinate.
lang1,299,Nie pálumuma ulóradárumumu héré tálimima vóra xòrona uvónamu.,ni-e pálumuma u-lóradárumu-mi héré tálimima vóra xòrona u-vóna-mi,1SG-ERG instrument ANIM-reach-WIT because lyrics raw anger ANIM-evoke-WIT,I reached for the instrument because the lyrics evoked raw anger.
lang1,300,Zúradórumago kárunudózama sélima uzólumu idézimimi.,zúradóruma-ko kárunu-dózama sélima i-zólumu i-dézimi-mi,scholar-DEF stone-game rule INAN-memorize INAN-must-WIT,The scholar must memorize the rules of the complex board game
lang1,301,Ni tegee lóruma túra dénilili tírimi kávuru uválumu ilímirimi.,ni te-ke-e lóruma túra dénili-li tírimi kávuru i-fálumu i-límiri-mi,1PL-PL.SUBJ-ERG long hike end-ELAT together coffee INAN-enjoy INAN-look.forward.to-WIT,We look forward to enjoying coffee together after the long hike.
lang1,302,Glízami félirinagee fálurunadóruma nóduru-li i-lémarimimi.,glizami félirina-ko-o félirina-dóruma nóduru-li i-lémarimi-mi,glowing star-DEF-ERG star-scholar notebook-ELAT INAN-distract-WIT,The shimmering stars distracted the astronomer from his notebook.
lang1,303,"Héré záluma górumalu samimi, sánimunárugoo fólumu géni ivérimigeme.","héré záluma górumalu sami-mi, sánimunáru-ko-o fólumu géni i-férimi-ge-me","if food good be-WIT, snacker-DEF-ERG joy INSTR INAN-celebrate-FUT-INFER","If the food is tasty, the snacker will celebrate with joy."
lang1,304,Zúravórunu zúragúragoo míraninérizibálara ulórumumu.,zúravórunu zúra-gúra-ko-o míraninérizibálara u-lórumu-mi,ancient teacher-DEF-ERG sword ANIM-carry-WIT,The ancient teacher carried the silver metal weapon.
lang1,305,"Héré séliru félirili samimi, xáru ħárum pélani ulózumumu.","héré séliru félirili sami-mi, xáru ħárum pélani u-lózumu-mi","if ocean blue be-WIT, red hawk far ANIM-fly-WIT","If the sea is blue, the red hawk flies far."
lang1,306,Zálumavázumu dórumugoo nebárimilimi férimili bádu izálami.,zálumavázumu dórumu-ko-o nebárimilimi férimili bádu u-zálami-mi,hungry child-DEF-ERG quietly sweet bread ANIM-bite-WIT,The hungry child bit the sweet bread quietly.
lang1,307,Fúzu dórumadórumagoo nebárimilimi pánurunu mágedéreni inérimimi.,fúzu dóruma-dóruma-ko-o nebárimilimi pánuru-nu mógo-téreni u-nérimi-mi,twelve student-PL-DEF-ERG quiet library-INESS world-data ANIM-wait-WIT,Twelve students wait in the quiet library for the new map.
lang1,308,Xélirili fálurunadórumagoo várigádi félirinavélirina kárunulu pélanige ivérimami.,xélirili fálurunadóruma-ko-o várigádi félirina-félirina kárunulu pélani-ko i-vérima-mi,"honest star-scholar-DEF-ERG 80 (ie, 4x20) star-PL heavy telescope-INSTR INAN-see-WIT",The honest astronomer sees eighty stars with the heavy telescope.
lang1,309,Múranuspárazúradórumagoo zérimineli báruna ħórumu túzuma inízimizizimi.,Múranuspárazúradóruma-ko-o zérimineli báruna ħórumu túzuma u-nízimi-su-su-mi,hospital-scholar-DEF-ERG weak animal cold water ANIM-drink-CAUS-CAUS-WIT,The doctor made the weak animal drink the cold water in the hospital.
lang1,310,Mózunolu dárumodórumagoo tórumalu tézimili tórumodógoru umózumunomu.,mózunolu dárumodóruma-ko-o tórumalu tézimili tórumo-tógoru u-mózumu-no-mi,brave hunter-DEF-ERG sharp metal hit-tool ANIM-fear-NEG-WIT,The brave hunter does not fear the sharp metal weapon.
lang1,311,Málalununulu máguzúrazóronaragoo zéreni málalunulu múranuréza dólumununulu dórumadórumalu udórumozubumu.,málalununulu máguzúrazóronara-ko-o zéreni málalunulu múranu-réza dólumununulu dóruma-dóruma-lu u-tórumo-su-bi-mi,rich emperor-DEF-ERG many expensive clothing poor child-PL-ILL ANIM-give-CAUS-BEN-WIT,The rich emperor provided many expensive clothes to the poor children.
lang1,312,Lámorudórugo sólunuzórumu línenili shúyalu tálimirézami unárumumu.,lámorudóru-ko sólunu-zórumu líneni-li shúyalu tálimirézami i-nárumu-mi,musician-DEF time-story world-ELAT nuanced message INAN-write-WIT,The musician wrote a nuanced message about the history of the world.
lang1,313,Tórumalu xázunu miligee dóruma nárugu dézarili ilémarimimi.,tórumalu xázunu mili-ko-e dóruma nárugu dézari-li i-lémarimi-mi,sharp fire light-DEF-ERG student difficult homework-ELAT INAN-distract-WIT,The sharp fire light distracted the student from the difficult homework.
lang1,314,kóru kóvanulu polunámoragoo séli márugunu abúlumumu.,kóru kóvanulu polunámora-ko-o séli márugu-nu a-búlumu-mi,six green lizard-PL-DEF-ERG separately road-INESS ANIM-walk-WIT,Six green lizards walk separately on the dry road.
lang1,315,Sélimili sériminizéradarimagee pegádi vónuvónu kóvununu igélimimi.,sélimili sériminizéradarima-ko-o po-kádi vónu-vónu kóvunu-nu i-kélimi-mi,"lucky scientist-DEF-ERG 40 (ie, 2x20) seed-PL garden-INESS INAN-find-WIT",A lucky scientist found forty seeds in the ancient garden.
lang1,316,Púrumulu mózumagárugo milinezeħrisni xélirini ubúrumumu.,púrumulu mózumagárugo miline-zeħris-nu xélirini i-púrumu-mi,deceitful enemy-DEF darkness-mountain-INESS truth INAN-hide-WIT,The deceitful enemy hid the truth in the dark cave.
lang1,317,"Kogono dórava dáliminéri xórumo samimi, línenidárimagee dárumuvólumu izérimimi.","kogono dórava dáliminéri xórumo sami-mi, líneni-dárima-ko-o dérimi-fólumu i-sérimi-mi","although system failure serious be-WIT, linguistics-scholar-PL-DEF-ERG success INAN-ensure-WIT","Although the system failure was serious, the linguists ensured success."
lang1,318,Nízimavézimi sánumunárugo hére píra ħórumu téziri ivézimimi.,nízimavézimi sánumunáru-ko hére píra ħórumu téziri i-vézimi-mi,thirsty snacker-DEF now 400 (20^2) cold tea INAN-want-WIT,The thirsty snacker wants four hundred cold teas now.
lang1,319,Zúragúragoo dórumadórumago mózumulu kórumu tírimira ugázumudarumuzuzumu.,zúragúra-ko-o dóruma-dóruma-ko mózumulu kórumu tírimira i-kázumudarumu-su-su-mi,teacher-DEF-ERG student-PL-DEF dirty classroom together INAN-clean-CAUS-CAUS-WIT,The teacher made the students clean the dirty classroom together.
lang1,320,Shúyalu réna mánarulu sélimili zárumu uvónamu.,shúyalu réna mánaru-li sélimili zárumu i-vóna-mi,nuanced rhythm song-ELAT fated wisdom INAN-evoke-WIT,The nuanced rhythm of the song evoked a fated wisdom.
lang1,321,Zúradórumago zúravórunu sárumuzórumu xéliritéreni ibérimi idézimimi.,zúradóruma-ko zúravórunu sárumuzórumu xéliritéreni i-périmi i-dézimi-mi,scholar-DEF ancient conflict evidence INAN-review INAN-must-WIT,The scholar must review the evidence of the ancient conflict.
lang1,322,vézigádi bóħrunu túrumugoo zéranira shíynili shíynimilu ilózumumu.,vézi-kádi bóħrunu túrumu-ko-o zéranira shíynili shíynimi-lu i-lózumu-mi,200 black bird-PL-DEF-ERG often gray mist-ILL INAN-fly-WIT,Two hundred black birds flew into the gray mist often.
lang1,323,"Héré vózumurélama górumalu samimi, tóralugóruamago dárumuvólumu ivérimigeme.","héré vózumurélama górumalu sami-mi, tóralu-góruamu-ko dérimi-fólumu i-férimi-ge-me","if draft good be-WIT, director-DEF success INAN-celebrate-FUT-INFER","If the draft is good, the director will celebrate the success."
lang1,324,Zérimili zélirigee márugulu zárunubárolulu púda udúramumu.,zérimili zéliri-ko-e márugulu zárunubárolu-lu púda i-dúramu-mi,strong wind-DEF-ERG downward riverbank-ILL paper boat INAN-crash-WIT,The strong wind crashed the boat downward into the riverbank.
lang1,325,Lúna nólumulu babúnagoo sélimili múzu vónumavónu uzálumumu.,lúna nólumulu babún-ko-o sélimili múzu vónuma-vónuma u-zálumu-mi,"nineteen lazy baboon-PL-DEF-ERG daily 8,000 (20^3) fruit-PL ANIM-eat-WIT",Nineteen lazy baboons eat eight thousand pieces of fruit daily.
lang1,326,Bóħrunuvárumulu tóralugo míraninérili xórumo véramizélima uvónamu.,bóħrunuvárumulu tóralu-ko míraninéri-li xórumo vérami-sélima i-vóna-mi,black-and-white movie-DEF death-ELAT serious idea-rule INAN-evoke-WIT,The black-and-white film evokes a serious theory about death.
lang1,327,Fálurunadórumagoo nili lórada tézimili nóduru ulóradárumumu.,fálurunadóruma-ko-o ni-li lóra-da tézimili nóduru u-lóra-dárumu-mi,star-scholar-DEF-ERG 1SG-POSS hand-INALIEN silver notebook ANIM-hand-chase-WIT,The astronomer reached for the silver notebook with his hand.
lang1,328,Shís mózunolu pálumudórumagoo pegádivézi kílimiri fúramuspáranu arúzamumu.,shís mózunolu pálumudóruma-ko-o po-kádi-vézi kílimiri fúramu-spára-nu a-rúzamu-mi,"sixteen brave athlete-PL-DEF-ERG 50 (ie, 2 twenties and 10) kilometer stadium-INESS ANIM-run-WIT",Sixteen brave athletes run fifty kilometers in the stadium.
lang1,329,Xázunu nízamige dórumulu múranubárumu véri mózulu izamimi.,xázunu nízami-ko dórumulu múranu-bárumu véri mózulu i-sami-mi,fire smell-DEF.NEAR young animal BEN dangerous INAN-be-WIT,The smell of the fire is dangerous for the young animals.
lang1,330,Xélirili támodórumagoo tóraluládamóluruli nárugunini zúra vóvumalu idémenimi.,xélirili támodóruma-ko-o tóralu-láda-móluru-li nárugunini zúra vóvumalu i-témeni-mi,honest judge-scholar-DEF-ERG movie-book-ELAT complexity very high INAN-judge-WIT,The honest critic judged the script's complexity to be very high.
lang1,331,"Héré rénavérizi tógorulu samimi, áimi dóranárumago fúdurulu izérimigeme.","héré rénavérizi tógorulu sami-mi, áimi dóranáruma-ko fúdurulu i-sérimi-ge-me","if pattern tool-ADJ be-WIT, AI agent-DEF quickly INAN-learn-FUT-INFER","If the pattern is useful, the AI agent will learn quickly."
lang1,332,Mógospórumu kálala pánurunu kázumulu hére glízali izamimi.,mógo-spórumu kálala pánuru-nu kázumulu hére glízali i-sami-mi,world-stuff grand library-INESS clean and bright INAN-be-WIT,Everything in the grand library is clean and bright.
lang1,333,Vóma félirinavélirina zúravórunu félirini zérani glizami.,vóma félirina-félirina zúravórunu féliri-nu zérani glizami,"64,000,000 (20^6) star-PL ancient sky-INESS always glow",Sixty-four million stars shine in the ancient sky forever.
lang1,334,Zálumanu dórumagoo báza udórumomu.,záluma-nu dóruma-ko-o báza i-tórumo-mi,food-INESS student-DEF-ERG salt INAN-give-WIT,The student put salt in the food.
lang1,335,daganu nie ħárumlu níma ivérimami.,daga-nu ni-e ħárum-li níma i-vérima-mi,earth-INESS 1SG-ERG hawk-POSS shadow INAN-see-WIT,I see the shadow of the hawk on the earth.
lang1,336,Múranuspárazúradórumagoo dóruma múranuzáluma azálumuzumu.,múranuspárazúradóruma-ko-o dóruma múranuzáluma a-zálumu-su-mi,hospital-scholar-DEF-ERG child life-food ANIM-eat-CAUS-WIT,The doctor made the sick child take the medicine.
lang1,337,"Héré zérimili vúru samimi, fúma félirili bóromumu.","héré zérimi-li vúru sami-mi, fúma féliri-lu bóromu-mi","if strong-ADJ wind be-WIT, smoke sky-ILL go-WIT","If the wind is strong, the smoke goes into the sky."
lang1,338,Mózumanáruma nèmispírani kádi vári séradidézimimi.,mózu-ma-náruma nèmispíra-nu kádi vári séradi-dézimi-mi,sin-thing-person prison-INESS twenty year remain-must-WIT,The criminal must stay in the prison for twenty years.
lang1,339,Nilu náziri shéneda udórumodórumamu.,ni-li náziri shéno-da i-tórumo-dérimi-mi,1SG-POSS sister bone-INALIEN INAN-hit-finish-WIT,My sister's bone is broken.
lang1,340,Máguzúrazóronaragoo málalu lúmuralupélo ubárumamu.,Máguzúrazóronara-ko-o málalu lúmuralupálo i-páruma-mi,honoured-leader-DEF-ERG gold soft-skin INAN-possess-WIT,The emperor wears golden armor.
lang1,341,Lízireo lédani rázumurána unárumumu?,lízire-o léda-nu rázumurána i-nárumu-mi,who-ERG paper-INESS alphabet INAN-write-WIT,Who wrote the alphabet on the paper?
